,SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),c_corridor,c_mixed,c_terraced,c_central_heating,c_individual_heating,c_management_in_trust,c_self_management,c_Bangoge,c_Banwoldang,c_Chil-sung-market,c_Daegu,c_Kyungbuk_uni_hospital,c_Myung-duk,c_Sin-nam,c_no_subway_nearby
3095,265486,2007,2013,7,868,23,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3096,212389,1986,2013,7,1377,6,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3097,349115,2007,2013,7,1643,25,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3098,119469,1978,2013,7,779,11,87.0,0.0,2,4,2.0,1.0,4.0,3.0,2,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3,7.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3099,212389,1986,2013,7,1313,3,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3100,265486,2013,2013,8,910,6,8.0,930.0,2,4,7.0,6.0,14.0,5.0,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,7,9.0,11.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3101,185840,2006,2013,8,636,19,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3102,232743,2006,2013,8,910,13,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3103,232743,2006,2013,8,910,19,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3104,281415,2006,2013,8,1149,26,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3105,300884,2006,2013,8,1743,12,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3106,149115,1993,2013,8,644,13,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3107,158407,2005,2013,8,572,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3108,238053,2008,2013,8,914,11,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3109,164601,1993,2013,8,914,15,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3110,150442,1993,2013,8,644,18,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3111,145132,1993,2013,8,644,6,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3112,110619,1992,2013,8,640,8,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3113,162831,2005,2013,8,572,19,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3114,260176,2008,2013,8,914,25,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3115,161061,2005,2013,8,572,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3116,172566,1993,2013,8,914,8,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3117,147787,1993,2013,8,644,11,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3118,299115,2008,2013,8,1167,10,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3119,106194,1992,2013,8,644,4,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3120,154867,2005,2013,8,572,5,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3121,149557,1993,2013,8,644,4,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3122,119026,1992,2013,8,576,4,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3123,181415,2005,2013,8,743,16,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3124,243362,1993,2013,8,1451,20,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3125,143362,1993,2013,8,644,5,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3126,192920,1986,2013,8,1131,3,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3127,207079,2006,2013,8,903,11,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3128,310079,2007,2013,8,1643,9,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3129,199115,2006,2013,8,857,14,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3130,264601,2007,2013,8,868,16,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3131,223451,2006,2013,8,903,15,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3132,199115,2006,2013,8,903,3,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3133,219469,2009,2013,9,910,17,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3134,250000,2009,2013,9,1160,4,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3135,223893,2009,2013,9,914,19,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3136,223008,2006,2013,9,910,6,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3137,86725,1985,2013,9,587,6,80.0,76.0,2,3,1.0,2.0,2.0,5.0,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3,12.0,4.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3138,94955,1985,2013,9,676,6,80.0,76.0,2,3,1.0,2.0,2.0,5.0,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3,12.0,4.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3139,291150,2007,2013,9,1273,22,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3140,314159,2007,2013,9,1483,15,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3141,367256,2006,2013,9,2056,10,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3142,300884,2006,2013,9,1743,11,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3143,247787,2006,2013,9,914,23,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3144,276991,2006,2013,9,1149,28,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3145,300884,2006,2013,9,1412,16,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3146,314159,2006,2013,9,1743,19,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3147,161504,2005,2013,9,572,11,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3148,153982,2005,2013,9,572,10,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3149,150442,2005,2013,9,572,2,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3150,254867,2007,2013,9,1103,7,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3151,145132,2005,2013,9,572,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3152,245132,2005,2013,9,1184,6,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3153,119469,1992,2013,9,644,11,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
3154,233185,2008,2013,9,829,15,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3155,254867,2008,2013,9,914,9,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3156,203539,2006,2013,9,903,4,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3157,262831,2007,2013,9,868,14,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3158,215044,1986,2013,9,1377,4,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3159,338938,2007,2013,9,1643,14,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3160,210619,2006,2013,9,903,9,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3161,215044,1986,2013,9,1313,7,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3162,265486,2006,2013,9,1192,12,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3163,361061,2007,2013,9,1387,32,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3164,230088,1986,2013,9,1313,11,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3165,225663,2006,2013,9,903,7,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3166,203539,1986,2013,9,1131,4,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
3167,97345,1997,2013,10,558,10,82.0,56.0,1,1,1.0,2.0,4.0,7.0,1,2.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,5,13.0,7.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
3168,243362,2009,2013,10,1160,8,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3169,238938,2009,2013,10,1160,6,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3170,277876,2013,2013,10,910,18,8.0,930.0,2,4,7.0,6.0,14.0,5.0,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,7,9.0,11.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3171,225663,2006,2013,10,910,7,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3172,93805,1985,2013,10,587,7,80.0,76.0,2,3,1.0,2.0,2.0,5.0,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3,12.0,4.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3173,314159,2007,2013,10,1483,23,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3174,242477,2006,2013,10,914,16,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3175,265486,2006,2013,10,1412,2,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3176,349557,2006,2013,10,2056,12,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3177,247787,2008,2013,10,914,17,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3178,106194,1992,2013,10,576,12,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3179,122123,1992,2013,10,644,13,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
3180,218584,2005,2013,10,914,22,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3181,148672,1993,2013,10,644,17,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3182,269911,1993,2013,10,2337,14,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3183,116814,1992,2013,10,644,7,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3184,243362,2008,2013,10,829,18,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3185,194690,2005,2013,10,743,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3186,157079,1993,2013,10,644,9,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3187,230088,2005,2013,10,914,23,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3188,263451,2007,2013,10,1103,20,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3189,118584,1992,2013,10,644,8,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
3190,230088,2008,2013,10,914,19,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3191,255752,2008,2013,10,914,11,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3192,103539,1992,2013,10,576,2,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3193,256637,2008,2013,10,914,17,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3194,148672,1993,2013,10,644,17,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3195,228761,2005,2013,10,914,17,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3196,261061,1993,2013,10,1761,15,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3197,172566,1993,2013,10,914,12,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3198,259292,2008,2013,10,914,23,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3199,157522,2005,2013,10,572,1,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
3200,179646,1993,2013,10,914,16,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3201,229203,2007,2013,10,914,25,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3202,159292,1993,2013,10,914,1,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3203,172566,1993,2013,10,914,13,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3204,230088,1993,2013,10,1451,18,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3205,151769,1993,2013,10,644,10,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
3206,109734,1992,2013,10,576,13,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
